Date,Open,High,Low,Close,Adj Close,Volume
2021-07-30,101.410004,101.410004,101.410004,101.410004,97.718590,0
2021-08-02,100.709999,100.709999,100.709999,100.709999,97.044060,0
2021-08-03,101.940002,101.940002,101.940002,101.940002,98.229294,0
2021-08-04,100.500000,100.500000,100.500000,100.500000,96.841705,0
2021-08-05,101.110001,101.110001,101.110001,101.110001,97.429497,0
2021-08-06,101.529999,101.529999,101.529999,101.529999,97.834221,0
2021-08-09,101.080002,101.080002,101.080002,101.080002,97.400604,0
2021-08-10,102.089996,102.089996,102.089996,102.089996,98.373825,0
2021-08-11,103.339996,103.339996,103.339996,103.339996,99.578323,0
2021-08-12,103.139999,103.139999,103.139999,103.139999,99.385590,0
2021-08-13,102.720001,102.720001,102.720001,102.720001,98.980904,0
2021-08-16,102.839996,102.839996,102.839996,102.839996,99.096519,0
2021-08-17,101.709999,101.709999,101.709999,101.709999,98.007660,0
2021-08-18,100.629997,100.629997,100.629997,100.629997,96.966988,0
2021-08-19,99.830002,99.830002,99.830002,99.830002,96.196114,0
2021-08-20,100.320000,100.320000,100.320000,100.320000,96.668251,0
2021-08-23,101.209999,101.209999,101.209999,101.209999,97.525871,0
2021-08-24,101.809998,101.809998,101.809998,101.809998,98.104027,0
2021-08-25,102.459999,102.459999,102.459999,102.459999,98.730354,0
2021-08-26,101.910004,101.910004,101.910004,101.910004,98.200378,0
2021-08-27,102.889999,102.889999,102.889999,102.889999,99.144707,0
2021-08-30,102.709999,102.709999,102.709999,102.709999,98.971260,0
2021-08-31,102.370003,102.370003,102.370003,102.370003,98.643646,0
2021-09-01,102.190002,102.190002,102.190002,102.190002,98.470192,0
2021-09-02,103.239998,103.239998,103.239998,103.239998,99.481972,0
2021-09-03,102.559998,102.559998,102.559998,102.559998,98.826714,0
2021-09-07,100.959999,100.959999,100.959999,100.959999,97.284958,0
2021-09-08,100.949997,100.949997,100.949997,100.949997,97.275330,0
2021-09-09,100.510002,100.510002,100.510002,100.510002,96.851349,0
2021-09-10,99.959999,99.959999,99.959999,99.959999,96.321350,0
2021-09-13,100.290001,100.290001,100.290001,100.290001,96.639351,0
